62405	10235	8	225.0
39733	27010	3	2.0
48630	47045	5	2.0
47045	48630	5	2.0
60287	10235	8	474.0
25222	10235	1	80.0
41824	8033	4	3.0
29651	18119	1	58.0
45863	58305	5	1.0
58305	45863	5	1.0
49435	45766	5	19.0
45766	49435	5	19.0
41677	51544	5	1.0
34138	41677	5	1.0
42344	10235	4	2.0
54430	62229	6	2.0
62941	10235	8	3.0
37298	58384	5	1.0
37459	37298	5	1.0
41339	37298	5	1.0
37298	41339	5	1.0
41339	37459	5	1.0
37459	41339	5	1.0
61651	10235	8	108.0
60802	17619	8	3.0
36213	10235	4	33.0
37122	30787	3	49.0
58305	23593	3	61.0
30450	10235	1	143.0
56192	10718	4	125.0
24084	10235	1	123.0
37076	24736	3	2.0
37607	13985	4	2.0
52445	54755	5	117.0
54755	52445	5	117.0
37367	10235	4	19.0
37367	33554	3	3.0
33554	32449	0	277.0
29092	20481	0	277.0
37459	28943	3	84.0
37459	50292	5	106.0
61693	32345	7	2033.0
34033	32345	3	113.0
23848	2315	1	4.0
58305	10235	4	7089.0
58305	30857	3	2.0
55117	10235	4	5.0
47118	15213	4	30.0
35993	10529	4	10.0
24226	16165	1	56.0
45390	10235	4	520.0
45390	21632	3	4.0
58072	30380	3	129.0
40625	53061	5	1.0
53061	40625	5	1.0
48620	46416	5	50.0
46416	48620	5	50.0
22820	4325	1	474.0
35794	9624	4	5.0
35255	2144	4	2200.0
43162	39417	5	2.0
34818	38660	5	2.0
53778	10235	4	194.0
47101	7488	4	18.0
56111	9313	4	684.0
35255	15111	4	48.0
31195	18651	1	2.0
41409	24947	3	2.0
41409	12439	4	2.0
35255	58305	5	1173.0
58305	35255	5	1173.0
35255	47155	5	48.0
47155	35255	5	48.0
39831	18498	4	705.0
58072	10950	4	21.0
48230	21811	3	2.0
59152	39224	5	2.0
39224	59152	5	2.0
58006	57005	5	1.0
57005	41039	5	1.0
57752	5820	4	3.0
35255	20341	3	310.0
35255	19628	4	24.0
55652	31271	3	2.0
37218	10235	4	3.0
58072	62935	6	307.0
35255	31391	3	415.0
38566	12024	4	3.0
40314	1827	4	698.0
62592	8534	8	4.0
33854	23404	3	2.0
45885	20150	4	91.0
37459	55237	5	2.0
55237	37459	5	2.0
52699	15992	4	2155.0
58800	10235	4	345.0
45379	34830	5	1.0
34830	37830	5	1.0
26739	10235	1	1287.0
23693	10235	1	503.0
35255	23582	3	4.0
59048	4873	4	3.0
37878	7014	4	2.0
35255	21931	3	4.0
35255	29023	3	5.0
49779	38117	5	1.0
38117	49779	5	1.0
57505	947	4	172.0
45400	21863	3	2.0
35255	10235	4	376.0
57553	10024	4	36.0
49615	23829	3	2.0
26423	6811	1	2.0
31229	10235	1	164.0
39540	3877	4	2.0
37364	10235	4	45.0
45947	14872	4	7.0
24374	10235	1	349.0
40541	10235	4	257.0
39173	37459	5	4.0
37459	52936	5	4.0
61105	24374	7	4.0
38706	61105	6	80.0
24788	10713	1	32.0
54755	40588	5	73.0
37459	46762	5	73.0
27661	5879	1	9.0
56018	10235	4	24.0
54790	10235	4	420.0
21199	95	1	10.0
30414	10235	1	89.0
57238	32345	3	46.0
32111	10235	1	3329.0
47788	51454	5	1.0
51454	48948	5	1.0
51006	62801	6	4.0
47434	8428	4	57.0
35255	61606	6	2785.0
45362	44864	5	8.0
58079	45362	5	8.0
32802	7158	1	2.0
52634	30820	3	78.0
41820	10235	4	990.0
41167	19807	4	4.0
60547	10235	8	48.0
26583	10235	1	127.0
30820	4083	1	108.0
38239	4365	4	2.0
44788	11079	4	138.0
30787	5282	1	58.0
47208	10235	4	254.0
30787	23451	0	2.0
23451	30787	0	2.0
51849	28496	3	79.0
41868	10235	4	789.0
55921	19913	4	12.0
55921	10235	4	218.0
62880	3984	8	4.0
51205	13949	4	442.0
52522	10235	4	167.0
61693	3121	8	50.0
26668	14274	1	406.0
26592	10235	1	6.0
62935	9197	8	4942.0
61503	15441	8	2.0
45346	22090	3	2.0
37459	14193	4	10.0
46051	19553	4	9.0
54824	18665	4	306.0
38400	12160	4	2.0
62716	10235	8	211.0
36265	61867	6	3.0
55313	18967	4	2.0
46494	29319	3	3.0
47788	23946	3	4.0
